Index,Word,Length,Language
1368,extraordinary,13,English 
1369,november,8,English 
1370,december,8,English 
1371,happen,6,English 
1372,absence,7,English 
1373,breakfast,9,English 
1374,population,10,English 
1375,thank,5,English 
1376,rules,5,English 
1377,inhabitants,11,English 
1378,series,6,English 
1379,laughing,8,English 
1380,address,7,English 
1381,relief,6,English 
1382,bird,4,English 
1383,owner,5,English 
1384,impression,10,English 
1385,satisfaction,12,English 
1386,coat,4,English 
1387,prepare,7,English 
1388,relations,9,English 
1389,shape,5,English 
1390,birth,5,English 
1391,rapidly,7,English 
1392,smoke,5,English 
1393,january,7,English 
1395,machine,7,English 
1396,content,7,English 
1397,consideration,13,English 
1398,accompanied,11,English 
1399,regular,7,English 
1400,moving,6,English 
1401,stands,6,English 
1402,wholly,6,English 
1403,teeth,5,English 
1404,busy,4,English 
1405,treated,7,English 
1406,burning,7,English 
1407,shame,5,English 
1408,quality,7,English 
1409,discover,8,English 
1410,inside,6,English 
1411,brain,5,English 
1412,soil,4,English 
1413,completely,10,English 
1414,message,7,English 
1415,ring,4,English 
1416,resolved,8,English 
1417,calling,7,English 
1418,phrase,6,English 
1419,acts,4,English 
1420,mention,7,English 
1421,square,6,English 
1422,pair,4,English 
1423,title,5,English 
1424,understanding,13,English 
1425,sunday,6,English 
1426,fruit,5,English 
1427,forces,6,English 
1428,included,8,English 
1429,rocks,5,English 
1430,nearer,6,English 
1431,slaves,6,English 
1432,falling,7,English 
1433,absolutely,10,English 
1434,slow,4,English 
1435,bearing,7,English 
1436,mercy,5,English 
1437,larger,6,English 
1438,explain,7,English 
1439,contain,7,English 
1440,grief,5,English 
1441,soldier,7,English 
1442,wasnt,5,English 
1443,countenance,11,English 
1444,previous,8,English 
1445,explanation,11,English 
1446,welcome,7,English 
1447,proposed,8,English 
1448,prayer,6,English 
1449,stars,5,English 
1450,germany,7,English 
1451,belief,6,English 
1452,informed,8,English 
1453,moments,7,English 
1454,poetry,6,English 
1455,constant,8,English 
1456,final,5,English 
1457,faithful,8,English 
1458,ride,4,English 
1459,policy,6,English 
1460,supper,6,English 
1461,drawing,7,English 
1462,excitement,10,English 
1463,dying,5,English 
1464,demand,6,English 
1465,fighting,8,English 
1466,fields,6,English 
1467,drove,5,English 
1468,upper,5,English 
1469,philip,6,English 
1470,motion,6,English 
1471,assistance,10,English 
1472,forty,5,English 
1473,april,5,English 
1474,stones,6,English 
1475,edward,6,English 
1476,fees,4,English 
1477,kindly,6,English 
1478,dignity,7,English 
1479,catch,5,English 
1480,october,7,English 
1481,seated,6,English 
1482,knees,5,English 
1483,amongst,7,English 
1484,current,7,English 
1485,sending,7,English 
1486,parties,7,English 
1487,objects,7,English 
1488,gained,6,English 
1489,bitter,6,English 
1490,possibly,8,English 
1491,slave,5,English 
1492,separate,8,English 
1493,loose,5,English 
1494,text,4,English 
1495,receiving,9,English 
1496,worst,5,English 
1497,sold,4,English 
1498,credit,6,English 
1499,chosen,6,English 
1500,hoped,5,English 
1501,printed,7,English 
1502,terror,6,English 
1503,features,8,English 
1504,fond,4,English 
1505,control,7,English 
1506,capable,7,English 
1507,fifteen,7,English 
1508,doesnt,6,English 
1509,firm,4,English 
1510,superior,8,English 
1511,cruel,5,English 
1512,spiritual,9,English 
1513,harry,5,English 
1514,splendid,8,English 
1515,proof,5,English 
1516,pressed,7,English 
1517,sooner,6,English 
1518,join,4,English 
1519,process,7,English 
1520,crime,5,English 
1521,dust,4,English 
1522,instantly,9,English 
1523,lands,5,English 
1524,relation,8,English 
1525,doors,5,English 
1526,concerned,9,English 
1527,deeply,6,English 
1528,practical,9,English 
1529,colour,6,English 
1530,sing,4,English 
1531,destroy,7,English 
1532,anger,5,English 
1533,distributing,12,English 
1534,results,7,English 
1535,increase,8,English 
1536,reasons,7,English 
1537,nose,4,English 
1538,friendly,8,English 
1539,entrance,8,English 
1540,rooms,5,English 
1541,admit,5,English 
1542,supply,6,English 
1543,clean,5,English 
1544,useful,6,English 
1545,yesterday,9,English 
1546,delicate,8,English 
1547,fail,4,English 
1548,continue,8,English 
1549,remove,6,English 
1550,addressed,9,English 
1551,choice,6,English 
1552,huge,4,English 
1553,needs,5,English 
1554,wear,4,English 
1555,blind,5,English 
1556,unable,6,English 
1557,cover,5,English 
1558,double,6,English 
1559,victory,7,English 
1560,dozen,5,English 
1561,constantly,10,English 
1562,level,5,English 
1563,india,5,English 
1564,release,7,English 
1565,rough,5,English 
1566,ended,5,English 
1567,shows,5,English 
1568,praise,6,English 
1569,devil,5,English 
1570,ahead,5,English 
1571,smith,5,English 
1572,connected,9,English 
1573,degrees,7,English 
1574,gain,4,English 
1575,addition,8,English 
1576,committed,9,English 
1577,chamber,7,English 
1578,notes,5,English 
1579,italian,7,English 
1580,gradually,9,English 
1581,acquaintance,12,English 
1582,bought,6,English 
1583,souls,5,English 
1584,mission,7,English 
1585,sacrifice,9,English 
1586,cities,6,English 
1587,mistake,7,English 
1588,exercise,8,English 
1589,conscience,10,English 
1590,based,5,English 
1591,buried,6,English 
1592,theory,6,English 
1593,commanded,9,English 
1594,nobody,6,English 
1595,minister,8,English 
1596,closely,7,English 
1597,energy,6,English 
1598,dick,4,English 
1599,bare,4,English 
1600,fought,6,English 
1601,partly,6,English 
1602,mistress,8,English 
1603,hate,4,English 
1604,arose,5,English 
1605,playing,7,English 
1606,color,5,English 
1607,lake,4,English 
1608,safety,6,English 
1609,provisions,10,English 
1610,description,11,English 
1611,asleep,6,English 
1612,centre,6,English 
1613,faint,5,English 
1614,thinks,6,English 
1615,parents,7,English 
1616,escaped,7,English 
1617,careful,7,English 
1618,enjoy,5,English 
1619,drop,4,English 
1620,brilliant,9,English 
1621,brief,5,English 
1622,bringing,8,English 
1623,worship,7,English 
1624,goods,5,English 
1625,tale,4,English 
1626,skin,4,English 
1627,roof,4,English 
1628,grey,4,English 
1629,highly,6,English 
1630,crown,5,English 
1631,castle,6,English 
1632,excited,7,English 
1633,throne,6,English 
1634,stated,6,English 
1635,despair,7,English 
1636,ease,4,English 
1637,attached,8,English 
1638,total,5,English 
1639,kindness,8,English 
1640,mile,4,English 
1641,citizens,8,English 
1642,circle,6,English 
1643,dull,4,English 
1644,extreme,7,English 
1645,clouds,6,English 
1646,figures,7,English 
1647,intention,9,English 
1648,prison,6,English 
1649,term,4,English 
1650,assured,7,English 
1651,hidden,6,English 
1652,thoroughly,10,English 
1653,member,6,English 
1654,civil,5,English 
1655,apply,5,English 
1656,labor,5,English 
1657,everywhere,10,English 
1658,intelligence,12,English 
1659,strike,6,English 
1660,fairly,6,English 
1661,comply,6,English 
1662,fellows,7,English 
1663,havent,6,English 
1664,event,5,English 
1665,gently,6,English 
1666,connection,10,English 
1667,protection,10,English 
1668,conscious,9,English 
1669,edition,7,English 
1670,directed,8,English 
1671,pulled,6,English 
1672,flight,6,English 
1673,evident,7,English 
1674,surrounded,10,English 
1675,wishes,6,English 
1676,yards,5,English 
1677,voices,6,English 
1678,weary,5,English 
1679,couple,6,English 
1680,variety,7,English 
1681,whilst,6,English 
1682,volume,6,English 
1683,details,7,English 
1684,older,5,English 
1685,requirements,12,English 
1686,custom,6,English 
1687,apart,5,English 
1688,awful,5,English 
1689,everybody,9,English 
1690,labour,6,English 
1691,asking,6,English 
1692,lover,5,English 
1693,showing,7,English 
1694,introduced,10,English 
1695,suit,4,English 
1696,becoming,8,English 
1697,composed,8,English 
1698,plans,5,English 
1699,rendered,8,English 
1700,pictures,8,English 
1701,lest,4,English 
1702,volunteers,10,English 
1703,singing,7,English 
1704,eager,5,English 
1705,precious,8,English 
1706,paused,6,English 
1707,require,7,English 
1708,meat,4,English 
1709,whenever,8,English 
1710,milk,4,English 
1711,dogs,4,English 
1712,successful,10,English 
1713,plants,6,English 
1714,vision,6,English 
1715,rare,4,English 
1716,granted,7,English 
1717,raise,5,English 
1718,egypt,5,English 
1719,manners,7,English 
1720,cousin,6,English 
1721,youve,5,English 
1722,development,11,English 
1723,arthur,6,English 
1724,cool,4,English 
1725,trial,5,English 
1726,learning,8,English 
1727,approached,10,English 
1728,bridge,6,English 
1729,abroad,6,English 
1730,devoted,7,English 
1731,paying,6,English 
1732,literary,8,English 
1733,writer,6,English 
1734,israel,6,English 
1735,disappeared,11,English 
1736,interrupted,11,English 
1737,stock,5,English 
1738,readers,7,English 
1739,dreadful,8,English 
1740,female,6,English 
1741,protect,7,English 
1742,accustomed,10,English 
1743,virginia,8,English 
1744,type,4,English 
1745,recognized,10,English 
1746,salt,4,English 
1747,destroyed,9,English 
1748,signs,5,English 
1749,innocent,8,English 
1750,temper,6,English 
1751,plenty,6,English 
1752,pope,4,English 
1753,avoid,5,English 
1754,hurried,7,English 
1755,represented,11,English 
1756,favor,5,English 
1757,mental,6,English 
1758,attitude,8,English 
1759,returning,9,English 
1760,admiration,10,English 
1761,brothers,8,English 
1762,anxiety,7,English 
1763,queen,5,English 
1764,teach,5,English 
1765,count,5,English 
1766,curiosity,9,English 
1767,solemn,6,English 
1768,causes,6,English 
1769,vessels,7,English 
1770,compelled,9,English 
1771,dance,5,English 
1772,hotel,5,English 
1773,wicked,6,English 
1774,fled,4,English 
1775,kissed,6,English 
1776,guns,4,English 
1777,fill,4,English 
1778,visible,7,English 
1779,younger,7,English 
1780,guide,5,English 
1781,earnest,7,English 
1782,actual,6,English 
1783,companions,10,English 
1784,prisoner,8,English 
1785,miserable,9,English 
1786,harm,4,English 
1787,views,5,English 
1788,irish,5,English 
1789,utterly,7,English 
1790,ends,4,English 
1791,shop,4,English 
1792,stairs,6,English 
1793,pardon,6,English 
1794,seldom,6,English 
1795,kinds,5,English 
1796,record,6,English 
1797,sand,4,English 
1798,violent,7,English 
1799,branches,8,English 
1800,inquired,8,English 
1801,september,9,English 
1802,worn,4,English 
1803,ireland,7,English 
1804,flat,4,English 
1805,departure,9,English 
1806,delivered,9,English 
1807,gift,4,English 
1808,ruin,4,English 
1809,skill,5,English 
1810,cattle,6,English 
1811,equipment,9,English 
1812,temple,6,English 
1813,calls,5,English 
1814,earlier,7,English 
1815,license,7,English 
1816,visited,7,English 
1817,consent,7,English 
1818,sufficiently,12,English 
1819,natives,7,English 
1820,wound,5,English 
1821,laughter,8,English 
1822,contained,9,English 
1823,perceived,9,English 
1824,scattered,9,English 
1825,whence,6,English 
1826,rushed,6,English 
1827,chiefly,7,English 
1828,bold,4,English 
1829,anywhere,8,English 
1830,witness,7,English 
1831,foolish,7,English 
1832,helped,6,English 
1833,kitchen,7,English 
1834,sell,4,English 
1835,anybody,7,English 
1836,self,4,English 
1837,extremely,9,English 
1838,treatment,9,English 
1839,throat,6,English 
1840,dreams,6,English 
1841,patient,7,English 
1842,speed,5,English 
1843,growth,6,English 
1844,quantity,8,English 
1845,latin,5,English 
1846,immense,7,English 
1847,conclusion,10,English 
1848,computer,8,English 
1849,affected,8,English 
1850,severe,6,English 
1851,excuse,6,English 
1852,triumph,7,English 
1853,origin,6,English 
1854,joseph,6,English 
1855,slept,5,English 
1856,eternal,7,English 
1857,thine,5,English 
1858,audience,8,English 
1859,pages,5,English 
1860,sounds,6,English 
1861,swift,5,English 
1862,limited,7,English 
1863,wings,5,English 
1864,stepped,7,English 
1865,services,8,English 
1866,library,7,English 
1867,remaining,9,English 
1868,containing,10,English 
1869,base,4,English 
1870,confusion,9,English 
1871,maid,4,English 
1872,charming,8,English 
1873,editions,8,English 
1874,attended,8,English 
1875,softly,6,English 
1876,reality,7,English 
1877,performed,9,English 
1878,glorious,8,English 
1879,likewise,8,English 
1880,site,4,English 
1881,sail,4,English 
1882,frightened,10,English 
1883,acquainted,10,English 
1884,unhappy,7,English 
1885,feared,6,English 
1886,article,7,English 
1887,prisoners,9,English 
1888,store,5,English 
1889,adopted,7,English 
1890,shalt,5,English 
1891,remark,6,English 
1892,cook,4,English 
1893,thousands,9,English 
1894,pause,5,English 
1895,inclined,8,English 
1896,convinced,9,English 
1897,band,4,English 
1898,valuable,8,English 
1899,hence,5,English 
1900,desert,6,English 
1901,effects,7,English 
1902,kiss,4,English 
1903,plant,5,English 
1904,ball,4,English 
1905,stick,5,English 
1906,absolute,8,English 
1907,readily,7,English 
1908,behold,6,English 
1909,fierce,6,English 
1910,argument,8,English 
1911,observe,7,English 
1912,blessed,7,English 
1913,bosom,5,English 
1914,rage,4,English 
1915,striking,8,English 
1916,discovery,9,English 
1917,creatures,9,English 
1918,shouted,7,English 
1919,guilty,6,English 
1920,related,7,English 
1921,setting,7,English 
1922,forgot,6,English 
1923,punishment,10,English 
1924,slightly,8,English 
1925,articles,8,English 
1926,police,6,English 
1927,mysterious,10,English 
1928,extended,8,English 
1929,confess,7,English 
1930,shade,5,English 
1931,murder,6,English 
1932,emotion,7,English 
1933,destruction,11,English 
1934,wondered,8,English 
1935,increasing,10,English 
1936,hide,4,English 
1937,expedition,10,English 
1938,horror,6,English 
1939,local,5,English 
1940,expenses,8,English 
1941,ignorant,8,English 
1942,doctrine,8,English 
1943,generous,8,English 
1944,range,5,English 
1945,host,4,English 
1946,cloud,5,English 
1947,mystery,7,English 
1948,waste,5,English 
1949,changes,7,English 
1950,possess,7,English 
1951,consciousness,13,English 
1952,february,8,English 
1953,trembling,9,English 
1954,disease,7,English 
1955,formerly,8,English 
1956,spend,5,English 
1957,production,10,English 
1958,source,6,English 
1959,mankind,7,English 
1960,universal,9,English 
1961,deck,4,English 
1962,sees,4,English 
1963,habits,6,English 
1964,estate,6,English 
1965,aunt,4,English 
1966,reign,5,English 
1967,humble,6,English 
1968,compliance,10,English 
1969,delay,5,English 
1970,shining,7,English 
1971,reported,8,English 
1972,hers,4,English 
1973,unfortunate,11,English 
1974,midnight,8,English 
1975,listening,9,English 
1976,flower,6,English 
1977,hero,4,English 
1978,accomplished,12,English 
1979,doth,4,English 
1980,classes,7,English 
1981,thanks,6,English 
1982,banks,5,English 
1983,philosophy,10,English 
1984,belong,6,English 
1985,finger,6,English 
1986,comfortable,11,English 
1987,market,6,English 
1988,waves,5,English 
1989,womans,6,English 
1990,glanced,7,English 
1991,troubled,8,English 
1992,difficulties,12,English 
1993,picked,6,English 
1994,european,8,English 
1995,purposes,8,English 
1996,somewhere,9,English 
1997,delighted,9,English 
1998,pushed,6,English 
1999,press,5,English 
2000,household,9,English 
2001,fleet,5,English 
2002,baby,4,English 
2003,region,6,English 
2004,lately,6,English 
2005,uttered,7,English 
2006,exact,5,English 
2007,image,5,English 
2008,ages,4,English 
2009,murmured,8,English 
2010,melancholy,10,English 
2011,suspicion,9,English 
2012,bowed,5,English 
2013,refuse,6,English 
2014,elizabeth,9,English 
2015,staff,5,English 
2016,liability,9,English 
2017,enjoyed,7,English 
2018,stretched,9,English 
2019,gaze,4,English 
2020,belonged,8,English 
2021,ashamed,7,English 
2022,reward,6,English 
2023,meal,4,English 
2024,blame,5,English 
2025,nodded,6,English 
2026,status,6,English 
2027,opinions,8,English 
2028,indicate,8,English 
2029,poem,4,English 
2030,savage,6,English 
2031,arise,5,English 
2032,voyage,6,English 
2033,misery,6,English 
2034,guests,6,English 
2035,painted,7,English 
2036,attend,6,English 
2037,afford,6,English 
2038,donate,6,English 
2039,proceed,7,English 
2040,loves,5,English 
2041,forehead,8,English 
2042,regret,6,English 
2043,plainly,7,English 
2044,risk,4,English 
2045,lighted,7,English 
2046,angel,5,English 
2047,rapid,5,English 
2048,distinct,8,English 
2049,doubtless,9,English 
2050,properly,8,English 
2051,fame,4,English 
2052,singular,8,English 
2053,error,5,English 
2054,utmost,6,English 
2055,methods,7,English 
2056,reputation,10,English 
2057,appeal,6,English 
2058,shes,4,English 
2059,strongly,8,English 
2060,margaret,8,English 
2061,lack,4,English 
2062,breaking,8,English 
2063,dawn,4,English 
2064,violence,8,English 
2065,fatal,5,English 
2066,render,6,English 
2067,career,6,English 
2068,design,6,English 
2069,displayed,9,English 
2070,gets,4,English 
2071,commercial,10,English 
2072,forgive,7,English 
2073,lights,6,English 
2074,agreeable,9,English 
2075,suggestion,10,English 
2076,utter,5,English 
2077,sheep,5,English 
2078,resolution,10,English 
2079,spare,5,English 
2080,patience,8,English 
2081,domestic,8,English 
2082,concluded,9,English 
2083,farm,4,English 
2084,reference,9,English 
2085,chinese,7,English 
2086,exist,5,English 
2087,corn,4,English 
2088,approaching,11,English 
2089,alike,5,English 
2090,mounted,7,English 
2091,jane,4,English 
2092,issue,5,English 
2093,providing,9,English 
2094,majority,8,English 
2095,measures,8,English 
2096,towns,5,English 
2097,flame,5,English 
2098,boston,6,English 
2099,dared,5,English 
2100,ignorance,9,English 
2101,reduced,7,English 
2102,occasionally,12,English 
2103,weakness,8,English 
2104,furnished,9,English 
2105,china,5,English 
2106,priests,7,English 
2107,flying,6,English 
2108,cloth,5,English 
2109,gazed,5,English 
2110,profit,6,English 
2111,fourth,6,English 
2112,bell,4,English 
2113,hitherto,8,English 
2114,benefit,7,English 
2115,movements,9,English 
2116,eagerly,7,English 
2117,acted,5,English 
2118,urged,5,English 
2119,ascii,5,English 
2120,disposed,8,English 
2121,electronically,14,English 
2122,atmosphere,10,English 
2123,chapter,7,English 
2124,begged,6,English 
2125,helen,5,English 
2126,hole,4,English 
2127,invited,7,English 
2128,borne,5,English 
2129,departed,8,English 
2130,catholic,8,English 
2131,files,5,English 
2132,reasonable,10,English 
2133,sugar,5,English 
2134,replacement,11,English 
2135,sigh,4,English 
2136,humanity,8,English 
2137,thrust,6,English 
2138,frame,5,English 
2139,opposition,10,English 
2140,disk,4,English 
2141,haste,5,English 
2142,lonely,6,English 
2143,artist,6,English 
2144,knight,6,English 
2145,quarters,8,English 
2146,charm,5,English 
2147,substance,9,English 
2148,rolled,6,English 
2149,email,5,English 
2150,flung,5,English 
2151,celebrated,10,English 
2152,division,8,English 
2153,slavery,7,English 
2154,verse,5,English 
2155,decision,8,English 
2156,probable,8,English 
2157,painful,7,English 
2158,governor,8,English 
2159,forever,7,English 
2160,turns,5,English 
2161,branch,6,English 
2162,ocean,5,English 
2163,rear,4,English 
2164,leader,6,English 
2165,delightful,10,English 
2166,stared,6,English 
2167,boats,5,English 
2168,keen,4,English 
2169,disposition,11,English 
2170,senses,6,English 
2171,occasions,9,English 
2172,readable,8,English 
2173,beloved,7,English 
2174,inches,6,English 
2175,bones,5,English 
2176,enthusiasm,10,English 
2177,materials,9,English 
2178,luck,4,English 
2179,derived,7,English 
2180,managed,7,English 
2181,community,9,English 
2182,apparent,8,English 
2183,preserved,9,English 
2184,magnificent,11,English 
2185,hurry,5,English 
2186,scheme,6,English 
2187,thence,6,English 
2188,reaching,8,English 
2189,wretched,8,English 
2190,hanging,7,English 
2191,pipe,4,English 
2192,useless,7,English 
2193,nevertheless,12,English 
2194,print,5,English 
2195,smooth,6,English 
2196,solid,5,English 
2197,pursued,7,English 
2198,necessarily,11,English 
2199,build,5,English 
2200,attempted,9,English 
2201,centuries,9,English 
2202,eggs,4,English 
2203,equivalent,10,English 
2204,hastily,7,English 
2205,burned,6,English 
2206,youd,4,English 
2207,recent,6,English 
2208,travel,6,English 
2209,cries,5,English 
2210,noon,4,English 
2211,crying,6,English 
2212,generations,11,English 
2213,located,7,English 
2214,cabin,5,English 
2215,announcement,12,English 
2216,britain,7,English 
2217,compared,8,English 
2218,handed,6,English 
2219,cease,5,English 
2220,smaller,7,English 
2221,circumstance,12,English 
2222,tent,4,English 
2223,frequent,8,English 
2224,alarm,5,English 
2225,nervous,7,English 
2226,beast,5,English 
2227,whats,5,English 
2228,aloud,5,English 
2229,independent,11,English 
2230,gates,5,English 
2231,distinction,11,English 
2232,essential,9,English 
2233,observation,11,English 
2234,stronger,8,English 
2235,recovered,9,English 
2236,belonging,9,English 
2237,loving,6,English 
2238,masters,7,English 
2239,writers,7,English 
2240,permanent,9,English 
2241,mortal,6,English 
2242,stern,5,English 
2243,gratitude,9,English 
2244,preserve,8,English 
2245,burden,6,English 
2246,aspect,6,English 
2247,millions,8,English 
2248,merry,5,English 
2249,knife,5,English 
2250,dread,5,English 
2251,clever,6,English 
2252,applicable,10,English 
2253,district,8,English 
2254,shadows,7,English 
2255,silk,4,English 
2256,failure,7,English 
2257,links,5,English 
2258,cent,4,English 
2259,sentiment,9,English 
2260,amid,4,English 
2261,profits,7,English 
2262,agent,5,English 
2263,finds,5,English 
2264,russia,6,English 
2265,bade,4,English 
2266,russian,7,English 
2267,desperate,9,English 
2268,union,5,English 
2269,imagined,8,English 
2270,contempt,8,English 
2271,raising,7,English 
2272,lords,5,English 
2273,hell,4,English 
2274,separated,9,English 
2275,grant,5,English 
2276,seriously,9,English 
2277,tribes,6,English 
2278,enormous,8,English 
2279,defective,9,English 
2280,conviction,10,English 
2281,secured,7,English 
2282,mixed,5,English 
2283,insisted,8,English 
2284,wooden,6,English 
2285,prefer,6,English 
2286,prayers,7,English 
2287,fever,5,English 
2288,selected,8,English 
2289,daughters,9,English 
2290,treat,5,English 
2291,warning,7,English 
2292,flew,4,English 
2293,speaks,6,English 
2294,developed,9,English 
2295,impulse,7,English 
2296,slipped,7,English 
2297,ours,4,English 
2298,johnson,7,English 
2299,mistaken,8,English 
2300,damages,7,English 
2301,ambition,8,English 
2302,resumed,7,English 
2303,christmas,9,English 
2304,yield,5,English 
2305,ideal,5,English 
2306,schools,7,English 
2307,confirmed,9,English 
2308,descended,9,English 
2309,rush,4,English 
2310,falls,5,English 
2311,deny,4,English 
2312,calculated,10,English 
2313,correct,7,English 
2314,perform,7,English 
2315,hadnt,5,English 
2316,somehow,7,English 
2317,accordingly,11,English 
2318,stayed,6,English 
2319,acquired,8,English 
2320,counsel,7,English 
2321,distress,8,English 
2322,sins,4,English 
2323,notion,6,English 
2324,discussion,10,English 
2325,constitution,12,English 
2326,anne,4,English 
2327,hundreds,8,English 
2328,instrument,10,English 
2329,firmly,6,English 
2330,actions,7,English 
2331,steady,6,English 
2332,remarks,7,English 
2333,empire,6,English 
2334,elements,8,English 
2335,idle,4,English 
2336,entering,8,English 
2337,online,6,English 
2338,africa,6,English 
2339,permit,6,English 
2340,tide,4,English 
2341,leaned,6,English 
2342,college,7,English 
2343,maintain,8,English 
2344,sovereign,9,English 
2345,tail,4,English 
2346,generation,10,English 
2347,crowded,7,English 
2348,fears,5,English 
2349,nights,6,English 
2350,limitation,10,English 
2351,tied,4,English 
2352,horrible,8,English 
2353,displaying,10,English 
2354,port,4,English 
2355,male,4,English 
2356,experienced,11,English 
2357,opposed,7,English 
2358,treaty,6,English 
2359,contents,8,English 
2360,rested,6,English 
2361,mode,4,English 
2362,poured,6,English 
2363,occur,5,English 
2364,seeking,7,English 
2365,practically,11,English 
2366,abandoned,9,English 
2367,reports,7,English 
2368,eleven,6,English 
2369,sank,4,English 
2370,begins,6,English 
2371,founded,7,English 
2372,brings,6,English 
2373,trace,5,English 
2374,instinct,8,English 
2375,collected,9,English 
2376,scotland,8,English 
2377,characteristic,14,English 
2378,chose,5,English 
2379,cheerful,8,English 
2380,tribe,5,English 
2381,costs,5,English 
2382,threatened,10,English 
2383,arrangement,11,English 
2384,western,7,English 
2385,sang,4,English 
2386,beings,6,English 
2387,pressure,8,English 
2388,politics,8,English 
2389,sorts,5,English 
2390,shelter,7,English 
2391,rude,4,English 
2392,scientific,10,English 
2393,revealed,8,English 
2394,winds,5,English 
2395,riding,6,English 
2396,scenes,6,English 
2397,shake,5,English 
2398,industry,8,English 
2399,claims,6,English 
2400,merit,5,English 
2401,profession,10,English 
2402,lamp,4,English 
2403,interview,9,English 
2404,territory,9,English 
2405,sleeping,8,English 
2406,coffee,6,English 
2407,devotion,8,English 
2408,thereof,7,English 
2409,creation,8,English 
2410,trail,5,English 
2411,romans,6,English 
2412,supported,9,English 
2413,requires,8,English 
2414,fathers,7,English 
2415,prospect,8,English 
2416,obey,4,English 
2417,alexander,9,English 
2418,shone,5,English 
2419,operation,9,English 
2420,northern,8,English 
2421,nurse,5,English 
2422,profound,8,English 
2423,hungry,6,English 
2424,scott,5,English 
2425,sisters,7,English 
2426,assure,6,English 
2427,exceedingly,11,English 
2428,match,5,English 
2429,wrath,5,English 
2430,continually,11,English 
2431,gifts,5,English 
2432,folly,5,English 
2433,chain,5,English 
2434,uniform,7,English 
2435,debt,4,English 
2436,teaching,8,English 
2437,venture,7,English 
2438,execution,9,English 
2439,shoes,5,English 
2440,mood,4,English 
2441,crew,4,English 
2442,perceive,8,English 
2443,accounts,8,English 
2444,eating,6,English 
2445,multitude,9,English 
2446,declare,7,English 
2447,yard,4,English 
2448,astonishment,12,English 
2449,version,7,English 
2450,vague,5,English 
2451,grateful,8,English 
2452,nearest,7,English 
2453,infinite,8,English 
2454,elsewhere,9,English 
2455,copying,7,English 
2456,apartment,9,English 
2457,activity,8,English 
2458,wives,5,English 
2459,parted,6,English 
2460,security,8,English 
2461,cared,5,English 
2462,sensible,8,English 
2463,owing,5,English 
2464,martin,6,English 
2465,saturday,8,English 
2466,cottage,7,English 
2467,jews,4,English 
2468,leaning,7,English 
2469,capacity,8,English 
2470,settle,6,English 
2471,referred,8,English 
2472,francis,7,English 
2473,holder,6,English 
2474,involved,8,English 
2475,sunshine,8,English 
2476,dutch,5,English 
2477,council,7,English 
2478,princes,7,English 
2479,examination,11,English 
2480,steel,5,English 
2481,strangers,9,English 
2482,beheld,6,English 
2483,test,4,English 
2484,noted,5,English 
2485,slightest,9,English 
2486,widow,5,English 
2487,charity,7,English 
2488,realized,8,English 
2489,element,7,English 
2490,shed,4,English 
2491,errors,6,English 
2492,communication,13,English 
2493,reflection,10,English 
2494,attacked,8,English 
2495,organization,12,English 
2496,maintained,10,English 
2497,restored,8,English 
2498,folks,5,English 
2499,concealed,9,English 
2500,accordance,10,English 
2501,heavens,7,English 
2502,star,4,English 
2503,examined,8,English 
2504,deeds,5,English 
2505,wordforms,9,English 
2506,somebody,8,English 
2507,incident,8,English 
2508,oath,4,English 
2509,guest,5,English 
2510,poverty,7,English 
2511,bottle,6,English 
2512,prevented,9,English 
2513,bless,5,English 
2514,stir,4,English 
2515,intense,7,English 
2516,completed,9,English 
2517,quarrel,7,English 
2518,touching,8,English 
2519,inner,5,English 
2520,available,9,English 
2521,resistance,10,English 
2522,unusual,7,English 
2523,deed,4,English 
2524,derive,6,English 
2525,hollow,6,English 
2526,suspected,9,English 
2527,contains,8,English 
2528,sighed,6,English 
2529,province,8,English 
2530,deserted,8,English 
2531,establishment,13,English 
2532,vote,4,English 
2533,muttered,8,English 
2534,thither,7,English 
2535,oxford,6,English 
2536,cavalry,7,English 
2537,lofty,5,English 
2538,endure,6,English 
2539,succeed,7,English 
2540,alice,5,English 
2541,hated,5,English 
2542,civilization,12,English 
2543,acting,6,English 
2544,landed,6,English 
2545,christians,10,English 
2546,passions,8,English 
2547,interior,8,English 
2548,scarce,6,English 
2549,lightly,7,English 
2550,disturbed,9,English 
2551,supreme,7,English 
2552,hang,4,English 
2553,notwithstanding,15,English 
2554,shock,5,English 
2555,exception,9,English 
2556,offering,8,English 
2557,display,7,English 
2558,strain,6,English 
2559,drank,5,English 
2560,confined,8,English 
2561,exhausted,9,English 
2562,poets,5,English 
2563,sounded,7,English 
2564,critical,8,English 
2565,jerusalem,9,English 
2566,directions,10,English 
2567,negro,5,English 
2568,fearful,7,English 
2569,standard,8,English 
2570,studied,7,English 
2571,buildings,9,English 
2572,consequences,12,English 
2573,commenced,9,English 
2574,deeper,6,English 
2575,repeat,6,English 
2576,driving,7,English 
2577,beasts,6,English 
2578,track,5,English 
2579,holds,5,English 
2580,residence,9,English 
2581,steadily,8,English 
2582,intimate,8,English 
2583,drinking,8,English 
2584,swear,5,English 
2585,treasure,8,English 
2586,throwing,8,English 
2587,enterprise,10,English 
2588,queer,5,English 
2589,seed,4,English 
2590,tower,5,English 
2591,runs,4,English 
2592,defend,6,English 
2593,favourite,9,English 
