Index,Word,Length,Language
4908,haughty,7,English 
4909,navy,4,English 
4910,fortress,8,English 
4911,hurrying,8,English 
4912,blessings,9,English 
4913,attempting,10,English 
4914,insects,7,English 
4915,selling,7,English 
4916,appreciation,12,English 
4917,suppressed,10,English 
4918,acquire,7,English 
4919,offensive,9,English 
4920,ripe,4,English 
4921,dresses,7,English 
4922,reigned,7,English 
4923,coldly,6,English 
4924,candles,7,English 
4925,sixth,5,English 
4926,blazing,7,English 
4927,youngest,8,English 
4928,mask,4,English 
4929,florida,7,English 
4930,lecture,7,English 
4931,parlor,6,English 
4932,decidedly,9,English 
4933,whereby,7,English 
4934,gordon,6,English 
4935,reverend,8,English 
4936,successive,10,English 
4937,perception,10,English 
4938,buffalo,7,English 
4939,sire,4,English 
4940,quitted,7,English 
4941,keys,4,English 
4942,develop,7,English 
4943,function,8,English 
4944,morals,6,English 
4945,damned,6,English 
4946,vexed,5,English 
4947,pouring,7,English 
4948,bullet,6,English 
4949,excessive,9,English 
4950,bind,4,English 
4951,identical,9,English 
4952,cliffs,6,English 
4953,tools,5,English 
4954,byron,5,English 
4955,mexican,7,English 
4956,piety,5,English 
4957,superstition,12,English 
4958,substantial,11,English 
4959,bulk,4,English 
4960,prevail,7,English 
4961,wiser,5,English 
4962,preaching,9,English 
4963,prolonged,9,English 
4964,annoyed,7,English 
4965,westminster,11,English 
4966,splendour,9,English 
4967,remembering,11,English 
4968,richmond,8,English 
4969,upset,5,English 
4970,bunch,5,English 
4971,pencil,6,English 
4972,subjected,9,English 
4973,vegetable,9,English 
4974,exhibit,7,English 
4975,emerged,7,English 
4976,cooked,6,English 
4977,kansas,6,English 
4978,gale,4,English 
4979,preached,8,English 
4980,arnold,6,English 
4981,trousers,8,English 
4982,debate,6,English 
4983,dated,5,English 
4984,tumult,6,English 
4985,corruption,10,English 
4986,summons,7,English 
4987,comrade,7,English 
4988,eternity,8,English 
4989,hears,5,English 
4990,lingered,8,English 
4991,propriety,9,English 
4992,stillness,9,English 
4993,partial,7,English 
4994,welcomed,8,English 
4995,cabinet,7,English 
4996,proceeds,8,English 
4997,quaint,6,English 
4998,soup,4,English 
4999,beef,4,English 
5000,rests,5,English 
5001,slay,4,English 
5002,surgeon,7,English 
5003,irresistible,12,English 
5004,sealed,6,English 
5005,repeating,9,English 
5006,neednt,6,English 
5007,allowance,9,English 
5008,undertaken,10,English 
5009,treachery,9,English 
5010,posts,5,English 
5011,borders,7,English 
5012,attendant,9,English 
5013,unite,5,English 
5014,murderer,8,English 
5015,owners,6,English 
5016,sweeping,8,English 
5017,unconsciously,13,English 
5018,blade,5,English 
5019,saviour,7,English 
5020,theories,8,English 
5021,graham,6,English 
5022,behaved,7,English 
5023,pleaded,7,English 
5024,possesses,9,English 
5025,lawful,6,English 
5026,tommy,5,English 
5027,seasons,7,English 
5028,withdrawn,9,English 
5029,reckless,8,English 
5030,factory,7,English 
5031,shades,6,English 
5032,gossip,6,English 
5033,seventh,7,English 
5034,attendance,10,English 
5035,robes,5,English 
5036,journal,7,English 
5037,systems,7,English 
5038,dryden,6,English 
5039,maine,5,English 
5040,token,5,English 
5041,intimacy,8,English 
5042,abstract,8,English 
5043,machines,8,English 
5044,bestow,6,English 
5045,chanced,7,English 
5046,locks,5,English 
5047,honestly,8,English 
5048,legitimate,10,English 
5049,accent,6,English 
5050,symptoms,8,English 
5051,votes,5,English 
5052,ragged,6,English 
5053,thursday,8,English 
5054,manifested,10,English 
5055,fidelity,8,English 
5056,swinging,8,English 
5057,descending,10,English 
5058,sincerely,9,English 
5059,bred,4,English 
5060,whereof,7,English 
5061,indies,6,English 
5062,novels,6,English 
5063,league,6,English 
5064,failing,7,English 
5065,succeeding,10,English 
5066,santa,5,English 
5067,approve,7,English 
5068,cautiously,10,English 
5069,miller,6,English 
5070,afflicted,9,English 
5071,lodgings,8,English 
5072,petition,8,English 
5073,traffic,7,English 
5074,sparkling,9,English 
5075,limb,4,English 
5076,architecture,12,English 
5077,disposal,8,English 
5078,carriages,9,English 
5079,crack,5,English 
5080,kindred,7,English 
5081,naught,6,English 
5082,ornament,8,English 
5083,slew,4,English 
5084,steward,7,English 
5085,fantastic,9,English 
5086,evolution,9,English 
5087,patiently,9,English 
5088,reverse,7,English 
5089,survey,6,English 
5090,amuse,5,English 
5091,stretching,10,English 
5092,isaac,5,English 
5093,forthwith,9,English 
5094,contemporary,12,English 
5095,foliage,7,English 
5096,receives,8,English 
5097,scandal,7,English 
5098,donors,6,English 
5099,deliberate,10,English 
5100,influenced,10,English 
5101,intolerable,11,English 
5102,hearth,6,English 
5103,symbol,6,English 
5104,governments,11,English 
5105,repaired,8,English 
5106,pleasantly,10,English 
5107,homage,6,English 
5108,victorious,10,English 
5109,columbus,8,English 
5110,recovery,8,English 
5111,defined,7,English 
5112,attendants,10,English 
5113,modesty,7,English 
5114,diana,5,English 
5115,washing,7,English 
5116,pavement,8,English 
5117,unnatural,9,English 
5118,decisive,8,English 
5119,wisely,6,English 
5120,precise,7,English 
5121,negative,8,English 
5122,occurrence,10,English 
5123,snatched,8,English 
5124,shaft,5,English 
5125,linked,6,English 
5126,festival,8,English 
5127,exclusively,11,English 
5128,jove,4,English 
5129,wickedness,10,English 
5130,visions,7,English 
5131,maggie,6,English 
5132,rosy,4,English 
5133,carelessly,10,English 
5134,stem,4,English 
5135,corporation,11,English 
5136,feeding,7,English 
5137,allen,5,English 
5138,cows,4,English 
5139,schemes,7,English 
5140,preference,10,English 
5141,urge,4,English 
5142,husbands,8,English 
5143,labours,7,English 
5144,shrill,6,English 
5145,exercises,9,English 
5146,sovereignty,11,English 
5147,reduce,6,English 
5148,distressed,10,English 
5149,clearing,8,English 
5150,removal,7,English 
5151,dean,4,English 
5152,scottish,8,English 
5153,assertion,9,English 
5154,accessible,10,English 
5155,comedy,6,English 
5156,flush,5,English 
5157,code,4,English 
5158,philosophers,12,English 
5159,adequate,8,English 
5160,vaguely,7,English 
5161,treason,7,English 
5162,hunter,6,English 
5163,chambers,8,English 
5164,split,5,English 
5165,yielding,8,English 
5166,newsletter,10,English 
5167,snake,5,English 
5168,historian,9,English 
5169,intensity,9,English 
5170,democracy,9,English 
5171,battery,7,English 
5172,draws,5,English 
5173,netherlands,11,English 
5174,creed,5,English 
5175,liking,6,English 
5176,luke,4,English 
5177,tyrant,6,English 
5178,strove,6,English 
5179,attraction,10,English 
5180,slaughter,9,English 
5181,dismal,6,English 
5182,deposited,9,English 
5183,assent,6,English 
5184,cups,4,English 
5185,concert,7,English 
5186,downward,8,English 
5187,canal,5,English 
5188,evenings,8,English 
5189,detective,9,English 
5190,fancies,7,English 
5191,spoiled,7,English 
5192,revolver,8,English 
5193,murray,6,English 
5194,earned,6,English 
5195,analysis,8,English 
5196,finer,5,English 
5197,paces,5,English 
5198,roaring,7,English 
5199,prompt,6,English 
5200,paperwork,9,English 
5201,wherefore,9,English 
5202,emphasis,8,English 
5203,sharing,7,English 
5204,delayed,7,English 
5205,inherited,9,English 
5206,bronze,6,English 
5207,waking,6,English 
5208,garment,7,English 
5209,redistributing,14,English 
5210,wholesome,9,English 
5211,remorse,7,English 
5212,plato,5,English 
5213,morris,6,English 
5214,stooped,7,English 
5215,monk,4,English 
5216,thrill,6,English 
5217,exclusive,9,English 
5218,funds,5,English 
5219,porter,6,English 
5220,uncommon,8,English 
5221,dash,4,English 
5222,strained,8,English 
5223,confounded,10,English 
5224,swim,4,English 
5225,strip,5,English 
5226,middleaged,10,English 
5227,ultimately,10,English 
5228,team,4,English 
5229,missionary,10,English 
5230,esteemed,8,English 
5231,tracks,6,English 
5232,envelope,8,English 
5233,whoever,7,English 
5234,expensive,9,English 
5235,headquarters,12,English 
5236,cherished,9,English 
5237,brandy,6,English 
5238,startling,9,English 
5239,homer,5,English 
5240,talks,5,English 
5241,acute,5,English 
5242,cigarette,9,English 
5243,motor,5,English 
5244,embarrassed,11,English 
5245,janet,5,English 
5246,volunteer,9,English 
5247,offspring,9,English 
5248,network,7,English 
5249,reaches,7,English 
5250,indispensable,13,English 
5251,plane,5,English 
5252,reaction,8,English 
5253,regiments,9,English 
5254,sums,4,English 
5255,partially,9,English 
5256,prejudices,10,English 
5257,proudly,7,English 
5258,baggage,7,English 
5259,terrace,7,English 
5260,deaf,4,English 
5261,allusion,8,English 
5262,grip,4,English 
5263,juice,5,English 
5264,isabel,6,English 
5265,resigned,8,English 
5266,humility,8,English 
5267,benjamin,8,English 
5268,blast,5,English 
5269,ministry,8,English 
5270,sexual,6,English 
5271,nile,4,English 
5272,diameter,8,English 
5273,troop,5,English 
5274,onward,6,English 
5275,crowds,6,English 
5276,marrying,8,English 
5277,tightly,7,English 
5278,sullen,6,English 
5279,brutal,6,English 
5280,holmes,6,English 
5281,penalty,7,English 
5282,tops,4,English 
5283,diamond,7,English 
5284,boards,6,English 
5285,corridor,8,English 
5286,endowed,7,English 
5287,strengthened,12,English 
5288,cells,5,English 
5289,proportions,11,English 
5290,alternate,9,English 
5291,echo,4,English 
5292,restraint,9,English 
5293,trials,6,English 
5294,reads,5,English 
5295,identity,8,English 
5296,headed,6,English 
5297,softened,8,English 
5298,quivering,9,English 
5299,stages,6,English 
5300,sway,4,English 
5301,poetical,8,English 
5302,objected,8,English 
5303,screen,6,English 
5304,professed,9,English 
5305,dirt,4,English 
5306,ascertained,11,English 
5307,wider,5,English 
5308,ambassador,10,English 
5309,constituted,11,English 
5310,breed,5,English 
5311,interference,12,English 
5312,eyebrows,8,English 
5313,shapes,6,English 
5314,afar,4,English 
5315,consist,7,English 
5316,acceptance,10,English 
5317,displays,8,English 
5318,flashing,8,English 
5319,hunted,6,English 
5320,beauties,8,English 
5321,lazy,4,English 
5322,shrewd,6,English 
5323,extravagant,11,English 
5324,momentary,9,English 
5325,cordial,7,English 
5326,engineer,8,English 
5327,rapidity,8,English 
5328,halt,4,English 
5329,alternative,11,English 
5330,devils,6,English 
5331,stamp,5,English 
5332,compact,7,English 
5333,whites,6,English 
5334,breathless,10,English 
5335,encoding,8,English 
5336,drift,5,English 
5337,disappear,9,English 
5338,roared,6,English 
5339,revived,7,English 
5340,counter,7,English 
5341,venus,5,English 
5342,imaginary,9,English 
5343,diminished,10,English 
5344,honoured,8,English 
5345,despatched,10,English 
5346,objections,10,English 
5347,climbing,8,English 
5348,attract,7,English 
5349,astonishing,11,English 
5350,competition,11,English 
5351,suggestions,11,English 
5352,crystal,7,English 
5353,shower,6,English 
5354,diseases,8,English 
5355,ferdinand,9,English 
5356,obedient,8,English 
5357,draught,7,English 
5358,wondrous,8,English 
5359,await,5,English 
5360,armour,6,English 
5361,massive,7,English 
5362,bottles,7,English 
5363,cellar,6,English 
5364,falsehood,9,English 
5365,pillars,7,English 
5366,edgar,5,English 
5367,philosophical,13,English 
5368,martha,6,English 
5369,worlds,6,English 
5370,memorable,9,English 
5371,jacques,7,English 
5372,detected,8,English 
5373,stealing,8,English 
5374,noisy,5,English 
5375,henceforth,10,English 
5376,cicero,6,English 
5377,laden,5,English 
5378,frost,5,English 
5379,device,6,English 
5380,glare,5,English 
5381,touches,7,English 
5382,senate,6,English 
5383,lasting,7,English 
5384,communion,9,English 
5385,transport,9,English 
5386,constantinople,14,English 
5387,coffin,6,English 
5388,eventually,10,English 
5389,johnny,6,English 
5390,enclosed,8,English 
5391,forgiveness,11,English 
5392,awfully,7,English 
5393,clinging,8,English 
5394,darkened,8,English 
5395,contemplation,13,English 
5396,termed,6,English 
5397,manufacture,11,English 
5398,swallow,7,English 
5399,commonplace,11,English 
5400,nancy,5,English 
5401,resembled,9,English 
5402,labors,6,English 
5403,contracted,10,English 
5404,inscription,11,English 
5405,comfortably,11,English 
5406,indulge,7,English 
5407,indulgence,10,English 
5408,bravely,7,English 
5409,kneeling,8,English 
5410,keenly,6,English 
5411,exhibition,10,English 
5412,agricultural,12,English 
5413,enlightened,11,English 
5414,quest,5,English 
5415,compliments,11,English 
5416,crest,5,English 
5417,extension,9,English 
5418,uneasiness,10,English 
5419,constitute,10,English 
5420,inflicted,9,English 
5421,lakes,5,English 
5422,swing,5,English 
5423,meadow,6,English 
5424,noblest,7,English 
5425,downloading,11,English 
5426,complex,7,English 
5427,controversy,11,English 
5428,freed,5,English 
5429,resignation,11,English 
5430,tempest,7,English 
5431,guidance,8,English 
5432,prospects,9,English 
5433,humbly,6,English 
5434,lined,5,English 
5435,serene,6,English 
5436,shrugged,8,English 
5437,honours,7,English 
5438,roughly,7,English 
5439,checks,6,English 
5440,remarkably,10,English 
5441,dainty,6,English 
5442,overhead,8,English 
5443,commencement,12,English 
5444,singularly,10,English 
5445,brightness,10,English 
5446,oppression,10,English 
5447,repeatedly,10,English 
5448,conspiracy,10,English 
5449,restrain,8,English 
5450,splendor,8,English 
5451,preservation,12,English 
5452,pepper,6,English 
5453,basin,5,English 
5454,creeping,8,English 
5455,matthew,7,English 
5456,publicly,8,English 
5457,percy,5,English 
5458,continuing,10,English 
5459,grove,5,English 
5460,calamity,8,English 
5461,pony,4,English 
5462,vigour,6,English 
5463,melody,6,English 
5464,profitable,10,English 
5465,descendants,11,English 
5466,hire,4,English 
5467,speculation,11,English 
5468,discoveries,11,English 
5469,accepts,7,English 
5470,drunken,7,English 
5471,candidate,9,English 
5472,principally,11,English 
5473,worried,7,English 
5474,obstinate,9,English 
5475,hasten,6,English 
5476,foreigners,10,English 
5477,elderly,7,English 
5478,overwhelmed,11,English 
5479,instincts,9,English 
5480,telegraph,9,English 
5481,russell,7,English 
5482,university,10,English 
5483,ghastly,7,English 
5484,patron,6,English 
5485,varying,7,English 
5486,barbarous,9,English 
5487,celestial,9,English 
5488,patriotism,10,English 
5489,modify,6,English 
5490,earnestness,11,English 
5491,exertion,8,English 
5492,refusing,8,English 
5493,horsemen,8,English 
5494,inspection,10,English 
5495,stations,8,English 
5496,grieved,7,English 
5497,louder,6,English 
5498,bursting,8,English 
5499,regretted,9,English 
5500,mournful,8,English 
5501,pursuing,8,English 
5502,traitor,7,English 
5503,associations,12,English 
5504,cautious,8,English 
5505,foundations,11,English 
5506,stamped,7,English 
5507,prior,5,English 
5508,undertook,9,English 
5509,telegram,8,English 
5510,beggar,6,English 
5511,chimney,7,English 
5512,complicated,11,English 
5513,davis,5,English 
5514,striving,8,English 
5515,magistrates,11,English 
5516,converse,8,English 
5517,graces,6,English 
5518,wiped,5,English 
5519,oars,4,English 
5520,apology,7,English 
5521,scared,6,English 
5522,imprisonment,12,English 
5523,eastward,8,English 
5524,substitute,10,English 
5525,yahweh,6,English 
5526,handful,7,English 
5527,usage,5,English 
5528,lodged,6,English 
5529,villain,7,English 
5530,banished,8,English 
5531,restoration,11,English 
5532,serpent,7,English 
5533,hedge,5,English 
5534,jurisdiction,12,English 
5535,captains,8,English 
5536,settlers,8,English 
5537,gaining,7,English 
5538,valiant,7,English 
5539,primary,7,English 
5540,storms,6,English 
5541,beam,4,English 
5542,victoria,8,English 
5543,tour,4,English 
5544,prophecy,8,English 
5545,spectacles,10,English 
5546,obsolete,8,English 
5547,buying,6,English 
5548,shepherd,8,English 
5549,wells,5,English 
5550,harriet,7,English 
5551,exaggerated,11,English 
5552,heated,6,English 
5553,penetrated,10,English 
5554,travels,7,English 
5555,earl,4,English 
5556,hereditary,10,English 
5557,supernatural,12,English 
5558,competent,9,English 
5559,piled,5,English 
5560,hostess,7,English 
5561,agriculture,11,English 
5562,boughs,6,English 
5563,urgent,6,English 
5564,gratified,9,English 
5565,suffice,7,English 
5566,ports,5,English 
5567,drifted,7,English 
5568,accuracy,8,English 
5569,deceased,8,English 
5570,circular,8,English 
5571,securing,8,English 
5572,possibilities,13,English 
5573,rhine,5,English 
5574,alert,5,English 
5575,neighboring,11,English 
5576,democratic,10,English 
5577,quebec,6,English 
5578,accounted,9,English 
5579,aided,5,English 
5580,augustus,8,English 
5581,blanket,7,English 
5582,hail,4,English 
5583,pretence,8,English 
5584,beams,5,English 
5585,andy,4,English 
5586,shaped,6,English 
5587,oven,4,English 
5588,rounded,7,English 
5589,ivory,5,English 
5590,northward,9,English 
5591,isolated,8,English 
5592,policeman,9,English 
5593,conventional,12,English 
5594,babylon,7,English 
5595,dusty,5,English 
5596,bishops,7,English 
5597,complaints,10,English 
5598,stripped,8,English 
5599,plead,5,English 
5600,hinder,6,English 
5601,cord,4,English 
5602,flows,5,English 
5603,personage,9,English 
5604,classical,9,English 
5605,alongside,9,English 
5606,wrongs,6,English 
5607,extract,7,English 
5608,rewarded,8,English 
5609,lungs,5,English 
5610,lighter,7,English 
5611,kisses,6,English 
5612,serves,6,English 
5613,pint,4,English 
5614,forgiven,8,English 
5615,sternly,7,English 
5616,proclamation,12,English 
5617,realised,8,English 
5618,pipes,5,English 
5619,arising,7,English 
5620,pitched,7,English 
5621,tube,4,English 
5622,observer,8,English 
5623,smote,5,English 
5624,avenue,6,English 
5625,elephant,8,English 
5626,burke,5,English 
5627,footing,7,English 
5628,statesman,9,English 
5629,rebels,6,English 
5630,nails,5,English 
5631,wears,5,English 
5632,doomed,6,English 
5633,edges,5,English 
5634,esther,6,English 
5635,indiana,7,English 
5636,affecting,9,English 
5637,stormy,6,English 
5638,bury,4,English 
5639,efficient,9,English 
5640,supporting,10,English 
5641,actor,5,English 
5642,disturbance,11,English 
5643,sweat,5,English 
5644,executive,9,English 
5645,seemingly,9,English 
5646,tenth,5,English 
5647,blossoms,8,English 
5648,ethel,5,English 
5649,folds,5,English 
5650,painfully,9,English 
5651,polish,6,English 
5652,shudder,7,English 
5653,roofs,5,English 
5654,comparative,11,English 
5655,begging,7,English 
5656,imposing,8,English 
5657,notable,7,English 
5658,invested,8,English 
5659,imprisoned,10,English 
5660,mute,4,English 
5661,cage,4,English 
5662,cured,5,English 
5663,cargo,5,English 
5664,prof,4,English 
5665,negotiations,12,English 
5666,assented,8,English 
5667,jail,4,English 
5668,skilful,7,English 
5669,ideals,6,English 
5670,conferred,9,English 
5671,resulted,8,English 
5672,illusion,8,English 
5673,torment,7,English 
5674,troublesome,11,English 
5675,crowns,6,English 
5676,repentance,10,English 
5677,blankets,8,English 
5678,proprietor,10,English 
5679,uncertainty,11,English 
5680,concentrated,12,English 
5681,mediterranean,13,English 
5682,covers,6,English 
5683,scream,6,English 
5684,compromise,10,English 
5685,respectful,10,English 
5686,chariot,7,English 
5687,ammunition,10,English 
5688,bonnet,6,English 
5689,secondary,9,English 
5690,persia,6,English 
5691,persecution,11,English 
5692,lesser,6,English 
5693,assistant,9,English 
5694,saluted,7,English 
5695,fits,4,English 
5696,indulged,8,English 
5697,springing,9,English 
5698,cane,4,English 
5699,fold,4,English 
5700,boundary,8,English 
5701,valued,6,English 
5702,rugged,6,English 
5703,aloft,5,English 
5704,thieves,7,English 
5705,parlour,7,English 
5706,indebted,8,English 
5707,tons,4,English 
5708,processes,9,English 
5709,dave,4,English 
5710,moore,5,English 
5711,argue,5,English 
5712,dearly,6,English 
5713,logic,5,English 
5714,panic,5,English 
5715,restrained,10,English 
5716,vainly,6,English 
5717,weariness,9,English 
5718,enlarged,8,English 
5719,franklin,8,English 
5720,tasted,6,English 
5721,rural,5,English 
5722,torrent,7,English 
5723,resolute,8,English 
5724,refrain,7,English 
5725,kissing,7,English 
5726,gorgeous,8,English 
5727,meets,5,English 
5728,circulation,11,English 
5729,passionately,12,English 
5730,inasmuch,8,English 
5731,unexpectedly,12,English 
5732,stress,6,English 
5733,consumption,11,English 
5734,groan,5,English 
5735,suits,5,English 
5736,sustain,7,English 
5737,hosts,5,English 
5738,crash,5,English 
5739,resemble,8,English 
5740,epoch,5,English 
5741,quote,5,English 
5742,lacking,7,English 
5743,nominally,9,English 
5744,choked,6,English 
5745,aristocracy,11,English 
5746,granite,7,English 
5747,gradual,7,English 
5748,delights,8,English 
5749,hurled,6,English 
5750,joyful,6,English 
5751,sack,4,English 
5752,slumber,7,English 
5753,detached,8,English 
5754,snapped,7,English 
5755,shadowy,7,English 
5756,accompanying,12,English 
5757,annoyance,9,English 
5758,crush,5,English 
5759,needle,6,English 
5760,repent,6,English 
5761,phenomenon,10,English 
5762,execute,7,English 
5763,canst,5,English 
5764,smoked,6,English 
5765,greet,5,English 
5766,monarchy,8,English 
5767,behave,6,English 
5768,richly,6,English 
5769,controlled,10,English 
5770,strive,6,English 
5771,endeavor,8,English 
5772,barrier,7,English 
5773,canadian,8,English 
5774,curve,5,English 
5775,politeness,10,English 
5776,flora,5,English 
5777,rely,4,English 
5778,flank,5,English 
5779,convenience,11,English 
5780,courteous,9,English 
5781,logs,4,English 
5782,lamb,4,English 
5783,effectually,11,English 
5784,robinson,8,English 
5785,logical,7,English 
5786,shant,5,English 
5787,dimly,5,English 
5788,withered,8,English 
5789,diet,4,English 
5790,praises,7,English 
5791,fulfil,6,English 
5792,mantle,6,English 
5793,neer,4,English 
5794,discussing,10,English 
5795,chicken,7,English 
5796,judicial,8,English 
5797,consistent,10,English 
5798,ridicule,8,English 
5799,reins,5,English 
5800,barrel,6,English 
5801,distrust,8,English 
5802,trunks,6,English 
5803,verily,6,English 
5804,hunters,7,English 
5805,feather,7,English 
5806,desperately,11,English 
5807,goodly,6,English 
5808,habitual,8,English 
5809,voluntary,9,English 
5810,luncheon,8,English 
5811,eighteenth,10,English 
5812,exertions,9,English 
5813,expert,6,English 
5814,coolly,6,English 
5815,mistakes,8,English 
5816,tedious,7,English 
5817,contemplated,12,English 
5818,clark,5,English 
5819,jacket,6,English 
5820,gleaming,8,English 
5821,shrank,6,English 
5822,swimming,8,English 
5823,kent,4,English 
5824,perplexed,9,English 
5825,impressive,10,English 
5826,universally,11,English 
5827,displeasure,11,English 
5828,maids,5,English 
5829,rates,5,English 
5830,underneath,10,English 
5831,expedient,9,English 
5832,emma,4,English 
5833,impress,7,English 
5834,bees,4,English 
5835,bounded,7,English 
5836,worshipped,10,English 
5837,resisted,8,English 
5838,provincial,10,English 
5839,popularity,10,English 
5840,baker,5,English 
5841,shattered,9,English 
5842,merciful,8,English 
5843,olive,5,English 
5844,tramp,5,English 
5845,compensation,12,English 
5846,ernest,6,English 
5847,martial,7,English 
5848,genial,6,English 
5849,syria,5,English 
5850,conjecture,10,English 
5851,waiter,6,English 
5852,detained,8,English 
5853,items,5,English 
5854,promote,7,English 
5855,delaware,8,English 
5856,covenant,8,English 
5857,nought,6,English 
5858,interposed,10,English 
5859,seizing,7,English 
5860,sinner,6,English 
5861,vigor,5,English 
5862,devote,6,English 
5863,decorated,9,English 
5864,sentimental,11,English 
5865,yoke,4,English 
5866,properties,10,English 
5867,warlike,7,English 
5868,perilous,8,English 
5869,threats,7,English 
5870,kindled,7,English 
5871,lays,4,English 
5872,hostility,9,English 
5873,dragging,8,English 
5874,mare,4,English 
5875,regulations,11,English 
5876,obstacle,8,English 
5877,sage,4,English 
5878,destitute,9,English 
5879,pays,4,English 
5880,sleepy,6,English 
5881,dublin,6,English 
5882,jonathan,8,English 
5883,posterity,9,English 
5884,theyd,5,English 
5885,mason,5,English 
5886,patriotic,9,English 
5887,plantation,10,English 
5888,pitiful,7,English 
5889,foster,6,English 
5890,requisite,9,English 
5891,expose,6,English 
5892,oxen,4,English 
5893,patch,5,English 
5894,anderson,8,English 
5895,stuart,6,English 
5896,interruption,12,English 
5897,lance,5,English 
5898,payable,7,English 
5899,definition,10,English 
5900,birthday,8,English 
5901,thumb,5,English 
5902,wolves,6,English 
5903,hammer,6,English 
5904,overwhelming,12,English 
5905,intensely,9,English 
5906,revolutionary,13,English 
5907,fragrant,8,English 
5908,bleeding,8,English 
5909,sheltered,9,English 
5910,circuit,7,English 
5911,dominions,9,English 
5912,sales,5,English 
5913,energetic,9,English 
5914,insignificant,13,English 
5915,repetition,10,English 
5916,amazing,7,English 
5917,trains,6,English 
5918,skirts,6,English 
5919,trivial,7,English 
5920,kick,4,English 
5921,tended,6,English 
5922,rejoicing,9,English 
5923,skull,5,English 
5924,lectures,8,English 
5925,ness,4,English 
5926,threat,6,English 
5927,legislature,11,English 
5928,plunder,7,English 
5929,removing,8,English 
5930,jungle,6,English 
5931,ghosts,6,English 
5932,numbered,8,English 
5933,famine,6,English 
5934,palaces,7,English 
5935,sorrowful,9,English 
5936,improvements,12,English 
5937,coleridge,9,English 
5938,fuller,6,English 
5939,blocks,6,English 
5940,darted,6,English 
5941,shrine,6,English 
5942,heel,4,English 
5943,typical,7,English 
5944,throws,6,English 
5945,fortunately,11,English 
5946,recognise,9,English 
5947,fuel,4,English 
5948,tranquil,8,English 
5949,frown,5,English 
5950,destination,11,English 
5951,plunge,6,English 
5952,moor,4,English 
5953,mars,4,English 
5954,associate,9,English 
5956,owen,4,English 
5958,arabic,6,English 
5959,vicious,7,English 
5960,framed,6,English 
5961,banquet,7,English 
5962,expressive,10,English 
5963,instinctively,13,English 
5964,lighting,8,English 
5965,scanning,8,English 
5966,subordinate,11,English 
5967,jaws,4,English 
5968,patent,6,English 
5969,courtyard,9,English 
5970,gulf,4,English 
5971,destroying,10,English 
5972,detailed,8,English 
5973,regulating,10,English 
5974,closet,6,English 
5975,compel,6,English 
5976,inland,6,English 
5977,excepting,9,English 
5978,pretext,7,English 
5979,legislative,11,English 
5980,stationed,9,English 
5981,rash,4,English 
5982,margin,6,English 
5983,champion,8,English 
5984,settling,8,English 
5985,billion,7,English 
5986,shorter,7,English 
5987,betwixt,7,English 
5988,admiring,8,English 
5989,morgan,6,English 
5990,nick,4,English 
5991,chemical,8,English 
5992,chapters,8,English 
5993,worthless,9,English 
5994,aristocratic,12,English 
5995,especial,8,English 
5996,attentive,9,English 
5997,maintenance,11,English 
5998,charlie,7,English 
5999,explanatory,11,English 
6000,differently,11,English 
6001,furiously,9,English 
6002,pulse,5,English 
6003,scanty,6,English 
6004,flee,4,English 
6005,admiral,7,English 
6006,clause,6,English 
6007,resume,6,English 
6008,compound,8,English 
6009,pilot,5,English 
6010,growled,7,English 
6011,charmed,7,English 
6012,imitate,7,English 
6013,happening,9,English 
6014,knot,4,English 
6015,rags,4,English 
6016,mock,4,English 
6017,majestic,8,English 
6018,messages,8,English 
6019,prussian,8,English 
6020,suspense,8,English 
6021,clare,5,English 
6022,relationship,12,English 
6023,skirt,5,English 
6024,agency,6,English 
6025,arisen,6,English 
6026,grin,4,English 
6027,unusually,9,English 
6028,michigan,8,English 
6029,hoarse,6,English 
6030,mills,5,English 
6031,intently,8,English 
6032,dining,6,English 
6033,demonstration,13,English 
6034,depression,10,English 
6035,lain,4,English 
6036,expectations,12,English 
6037,joining,7,English 
6038,weekly,6,English 
6039,trenches,8,English 
6040,technical,9,English 
6041,vehicle,7,English 
6042,aimed,5,English 
6043,borrow,6,English 
6044,flattering,10,English 
6045,portugal,8,English 
6046,prodigious,10,English 
6047,scope,5,English 
6048,vegetation,10,English 
6049,switzerland,11,English 
6050,arkansas,8,English 
6051,swelling,8,English 
6052,fortified,9,English 
6053,favoured,8,English 
6054,salute,6,English 
6055,topic,5,English 
6056,blushed,7,English 
6057,superb,6,English 
6058,strengthen,10,English 
6059,confidential,12,English 
6060,crow,4,English 
6061,shawl,5,English 
6062,sunrise,7,English 
6063,sings,5,English 
6064,coats,5,English 
6065,sturdy,6,English 
6066,dissolved,9,English 
6067,lifetime,8,English 
6068,dispersed,9,English 
6069,sergeant,8,English 
6070,contribute,10,English 
6071,strode,6,English 
6072,brigade,7,English 
6073,verdict,7,English 
6074,theyve,6,English 
6075,honors,6,English 
6076,panting,7,English 
6077,females,7,English 
6078,richest,7,English 
6079,attribute,9,English 
6080,brighter,8,English 
6081,hook,4,English 
6082,discontent,10,English 
6083,orderly,7,English 
6084,airs,4,English 
6085,tiger,5,English 
6086,messengers,10,English 
6087,penetrate,9,English 
6088,sabbath,7,English 
6089,identification,14,English 
6090,holiness,8,English 
6091,crooked,7,English 
